angle,displacement,trans_speed,res
77.080078125,-1.581298828125,2.92877197265625,0.045721888257438004
-51.8798828125,0.9322509765625,1.581573486328125,12.605503860221253
-25.556640625,-0.712646484375,1.74041748046875,5.128591975178424
-57.01416015625,1.88128662109375,10.655136108398438,2.871264931043492
50.44677734375,-1.19781494140625,14.606552124023438,0.473621873345674
38.12255859375,-1.06256103515625,8.730697631835938,0.971731314741003
4.6240234375,-0.9090576171875,1.817779541015625,2.453940242761226
25.0634765625,0.9544677734375,7.196502685546875,8.467043843325126
24.5947265625,1.4818115234375,10.023651123046875,5.526884080402169
-67.47314453125,0.95037841796875,13.234176635742188,3.13526806083936
69.5068359375,1.0704345703125,11.672515869140625,5.507668073176208
29.5068359375,-1.9295654296875,0.42251586914062506,0.595182322379553
-50.4931640625,0.0704345703125,7.922515869140625,13.084482795971685
-77.00439453125,1.38397216796875,4.7820281982421875,2.7797769931613043
2.99560546875,-0.61602783203125,12.282028198242188,2.918046705015029
42.99560546875,0.38397216796875,1.032028198242187,8.67751483771398
7.30712890625,-0.49774169921875,6.6904449462890625,3.445746558692084
-72.69287109375,1.50225830078125,14.190444946289062,2.612531498813683
-70.19287109375,0.93975830078125,3.643569946289062,8.37074428158873
-61.6552734375,1.1380615234375,5.218963623046875,4.813847067023938
18.3447265625,-0.8619384765625,12.718963623046875,1.693328255038129
58.3447265625,0.1380615234375,1.468963623046875,4.054262752059138
-72.30224609375,1.70343017578125,8.191909790039062,2.652085813632584
-74.80224609375,0.76593017578125,4.207534790039062,8.460842468857036
5.19775390625,-1.23406982421875,11.707534790039062,1.776380962369539
53.5009765625,0.3216552734375,12.264862060546875,3.376727874041594
13.5009765625,-0.6783447265625,1.014862060546875,2.6099773344391872
-66.4990234375,1.3216552734375,8.514862060546875,3.094368677515086
41.8505859375,-1.4725341796875,9.167633056640625,0.642764852648657
1.8505859375,1.5274658203125,5.417633056640625,6.7580699984732835
-78.1494140625,-0.4725341796875,12.917633056640625,9.428924874120982
1.6064453125,-0.6876220703125,14.112396240234375,2.676224527617007
41.6064453125,0.3123779296875,2.862396240234375,6.994308161417961
-38.3935546875,-1.6876220703125,10.362396240234375,3.440403998576636
-60.302734375,1.111083984375,10.15411376953125,3.39076586896875
-65.302734375,-1.263916015625,2.18536376953125,11.405306608129287
14.697265625,0.736083984375,9.68536376953125,7.285067654001934
62.9248046875,1.4215087890625,13.289337158203125,5.12530125325026
